序号	英文	中文
83433	shillingsworth	"n.<英>1先令的价值,1先令钱能购买的数量"
83434	shillong	 西隆[印度东北部城市](梅加拉亚邦首府)
83435	shiloh	"n.夏伊洛(美国田纳西州一国家公园,南北战争时的战场)"
83436	shily	"adv.羞怯地,胆小地"
83437	shim	n薄垫片vt.用垫片填
83438	shimizu	 清水[日本本州岛中南岸港市]
83439	shimmer	n.微光
83440	shimmery	adj.微微发亮的
83441	shimmey	n.&vi.=shimmy
83442	shimmy	"n.西迷舞,摇动v.摇动,震颤,晃动"
83443	shimonoseki	 下关[日本本州岛西南岸港市](即马关)
83444	shin	"n.[解]胫骨v.攀,爬"
83445	shina	n.希纳语(北克什米尔吉尔吉特地区的达尔德语)
83446	shinar	"n.希纳尔(基督教<<圣经>>中提到的名称,即苏美尔或巴比伦尼亚地区)"
83447	shinbone	n.[解]胫骨
83448	shindig	"n.狂欢会,舞会,吵闹,骚动"
83449	shindy	"n.喧哗,奢华舞会,大宴会"
83450	shine	"v.照耀,发光vt.擦亮n.光泽,光亮"
83451	shiner	"n.发光体,打伤的黑眼圈"
83452	shingle	"n.鹅卵石,<美口>小招牌(尤指医生或律师挂的营业招牌)"
83453	shingly	adj.小石子多的
83454	shingon	n.真言宗(日本佛教的一派)
83455	shinguard	n.(足球、冰球等运动员戴的)护胫
83456	shininess	"n.发光,发亮"
83457	shining	"adj.光亮的,华丽的"
83458	shinkansen	 [单复同]n.新干线(日本的高速客运列车)
83459	shinkin	n.<威尔士方>卑微的人
83460	shinleaf	n.<美>[植]鹿蹄草 椭圆叶鹿蹄草
83461	shinny	"n.简易曲棍球棒v.击球,攀爬"
83462	shinplaster	"n.纸币,乱发纸币"
83463	shinsplints	[复]n.[用作单][医]外胫夹(指田径运动员的胫部发炎及酸痛)
83464	shinto	"n.日本之神道教,1945年前为日本国教"
83465	shintoism	n.日本之神道教
83466	shintoist	n.神道教徒
83467	shiny	"adj.擦亮的,有光泽的,晴朗的,闪耀的,发亮的"
83468	ship	"n.船,海船,舰v.装上船,航运,载运,在船上工作"
83469	shipboard	"n.舷侧,船"
83470	shipborne	"adj.用船装运的,为船运设计的,船用的"
83471	shipboy	n.=ship's boy
83472	shipbreaker	n.拆船业者
83473	shipbuilder	"n.造船专家,造船工程师"
83474	shipbuilding	n.造船
83475	shipentine	n.四桅帆船
83476	shipfitter	n.轮船装配者
83477	shiplap	"n.木板槽口的接合处,用以相接槽口的木板"
83478	shipload	"n.船货,一船上的载货"
83479	shipman	"n.船员,船长"
83480	shipmaster	n.船长
83481	shipmate	n.同船水手
83482	shipment	"n.装船,出货"
83483	shipowner	n.船主
83484	shippable	"adj.可装运的,可运输的"
83485	shippen	"n.<英方>牛棚,牛舍"
83486	shipper	"n.托运人,发货人"
83487	shipping	"n.海运,运送,航行,(总称)运输船只,船舶吨数,船只总数"
83488	shippon	n.=shippen[变体]
83489	shipshape	adj.井然有序的
83490	shipside	n.码头
83491	shipway	n.造船台
83492	shipworm	n.[动]船蛆
83493	shipwreck	"n.船只失事,海难,遇难"
83494	shipwright	"n.造船工人,造船木匠"
83495	shipyard	n.造船所
83496	shir	(以奶油等)烤
83497	shiralee	n.<澳俚>(步行旅人的)行囊
83498	shiraz	 设拉子[伊朗西南部城市]
83499	shire	n.郡
83500	shirk	"vi.逃避,推卸vt.逃避"
83501	shirker	"n.开小差的人,逃避(工作,学习,责任,义务)的人"
83502	shirleen	n.舍琳(Shirley的异体)(f.)
83503	shirr	"n.宽紧线,橡皮线vt.拉成褶,焙烤"
83504	shirring	"n.褶襞,装饰性的褶带"
83505	shirt	"n.衬衫,衬衣"
83506	shirtband	n.衬衫的襟子
83507	shirtdress	n.(上身像衬衫的)衬衣式连衣裙
83508	shirtfront	n.衬衫的胸部
83509	shirting	n.衬衫衣料
83510	shirtsleeved	adj.=shirtsleeve
83511	shirttail	"n.衬衣下(后)摆,社论栏adj.幼小的,远房的"
83512	shirtwaist	"n.仿男式女衬衫,衬衣式边衣裙"
83513	shirty	"adj.<英俚>心情坏的,发怒的"
83514	shishi	 <日>n.(尤指日本瓷器上用作装饰性花纹图案的)狮子
83515	shit	"vi.拉屎,<俚>对...胡扯,企图欺骗,取笑vt.欺骗n.粪,屎int.狗屁!"
83516	shite	n.&int.<谑><婉>=shit
83517	shitless	"adv.<俚><粗>极度,非常"
83518	shittah	n.[植]塞伊耳相思树
83519	shitticism	n.<谑>污言秽语
83520	shitwork	"n.侍候人的工作,日常工作,家务劳动"
83521	shiur	n.犹太人传统课
83522	shiv	"n.<美俚>(尤指用作武器的)刀,开门闸刀,剃刀"
83523	shiva	n.七日服丧期
83524	shivaree	n.喧闹的庆祝
83525	shive	"n.(广口瓶用的)薄型软木塞,<英方>面包片,片"
83526	shiver	"v.颤抖,打碎,碎裂n.(无法控制的)颤抖,碎片"
83527	shivering	adj.颤抖的
83528	shiveringly	adv.颤抖地
83529	shivery	"adj.颤抖的,令人悚然的,寒冷的,易碎成片状的"
83530	shizuoka	 静冈[日本本州岛中南岸港市]
83531	shlemiel	n.=schlemiel
83532	shlepper	vi.&n.=schlep
83533	shlock	adj.&n.=schlock
83534	shlocky	adj.=schlock
83535	shlub	n.<美俚> =schlub
83536	shlump	n.&vi.<美> =schlump
83537	shm	simple harmonic motion
83538	shmaltz	n.=schmaltz
83539	shmatte	n.<美口> =schmatte
83540	shmear	n.=schmear
83541	shmeer	n.=schmeer
83542	shmegegge	n.=schmegeggy
83543	shmoo	"n.<美> 什穆(一漫画人物),什穆模型,玩具什穆"
83544	shmuck	n.=schmuck
83545	shmutz	n.=schmutz
83546	shnaps	 [单复同]n.=schnapps
83547	shnook	n.=schnook
83548	shoal	"n.浅滩,沙洲,鱼群,大量adj.水浅的v.(使)变浅,驶入(浅水等),(鱼等)群集"
83549	shoaly	adj.多浅滩的
83550	shoat	n.(不满一岁的)小猪
83551	shock	"n.打击,震动,冲突,休克,突击,禾束堆,乱蓬的头发vt.使震动,使休克,使受电击,震惊得vi.震动,吓人adj.蓬乱的,浓密的"
83552	shocked	"adj.震惊的,震撼的"
83553	shocker	"n.令人震惊的人或事物,耸人听闻的故事或小说"
83554	shockheaded	adj.头发乱蓬蓬的
83555	shocking	"adj.骇人听闻的,非常讨厌的,不正当的"
83556	shockingly	"adv.怕人地,非常地"
83557	shockproof	"adj.防震的,可防电击的"
83558	shod	v.shoe的过去式及过去分词adj.穿着鞋的
83559	shodden	 shoe 的过去分词
83560	shoddy	"adj.翻制的,以次充好的,假冒的n.赝品"
83561	shoe	"n.鞋,鞋子v.穿...鞋"
83562	shoebill	n.[鸟]鲸头鹳
83563	shoeblack	n.擦皮鞋的人
83564	shoebrush	n.鞋刷
83565	shoehorn	n.鞋拔vt.硬塞进
83566	shoelace	n.鞋带
83567	shoeless	"adj.无鞋的,未钉蹄铁的"
83568	shoemaker	"n.鞋店,皮鞋匠"
83569	shoemaking	n.制鞋修补皮鞋
83570	shoes	n.鞋子
83571	shoeshine	"n.鞋油,擦皮鞋"
83572	shoeshop	n.鞋店
83573	shoestring	"n.鞋带,零钱,零星资金"
83574	shofar	n.(古代希伯来人作战或举行宗教仪式时吹的)羊角号
83575	shogun	n.<日>幕府时代的将军
83576	shogunate	"n.<日> 将军职位,将军政治,幕府时代"
83577	shoji	 <日>n.障子(日本房屋用的纸糊木框) 亦作shoji screen
83578	shokku	 <日>n.<谑>(有关日本的)轰动事件
83579	sholapur	 肖拉普尔[印度西部城市]
83580	sholom	n.肖洛姆(m.) int.=shalom
83581	shona	n.&adj.=Mashona
83582	shone	v.shine的过去及过去分词
83583	shonk	n.<俚><贬>犹太佬
83584	shoo	"int.(赶鸟等)所发声音,嘘v.发出嘘声赶"
83585	shoofly	"n.摇动木马,糖馅饼"
83586	shoogle	vt.来回摇
83587	shook	vbl.shake的过去式
83588	shool	n.<方>=shovel
83589	shoon	 <古> shoe 的复数
83590	shoot	"n.射击,发射,摄影,急流vt.射击,投射,伸出,拍摄,用完,挥出,给...注射,使爆炸vi.射出,射击,发出,发芽,射门,拍电影"
83591	shootable	"adj.可射击的,适于射猎的"
83592	shooter	n.射手
83593	shooting	"n.射击,发射,狩猎场"
83594	shop	"n.商店,店铺vi.买东西,购货"
83595	shopboy	"n.年轻男店员,伙计"
83596	shopfront	n.店面 店堂
83597	shopgirl	n.女店员
83598	shophar	n.=shofar
83599	shopkeeper	n.店主
83600	shopkeeping	n.店务管理
83601	shoplifter	n.商店扒手
83602	shoplifting	n.入店行窃
83603	shopman	"n.店主,小商人"
83604	shoppe	"n.商店,专柜"
83605	shopper	n.购物者
83606	shopping	"n.买东西,购物"
83607	shoppy	adj.商人
83608	shopsoiled	adj.(=shopworn)陈列[搁置]久了的
83609	shoptalk	"n.职业用语,有关本行的谈话"
83610	shopwalker	n.<英>(大百货商店中监督店员协助顾客等的)巡视员
83611	shopwindow	"n.陈列窗,橱窗"
83612	shopwoman	n.女店员
83613	shopworker	n.店员 工人
83614	shopworn	"adj.在商店中陈列旧了(或坏了)的,陈旧的,陈腐的"
83615	shoran	n.测定自己位置用的一种仪器
83616	shore	"n.岸,海滨,支撑柱vt.支撑,支持"
83617	shorefront	n.(海边、河边、湖边等的)沿岸陆地
83618	shoreless	"adj.没有岸的,无法上岸的,没有陆地的,没有支撑的,无限的"
83619	shoreline	n.海岸线
83620	shoreside	"adj.岸的,岸上的,沿岸的,近岸的"
83621	shoresman	n.(渔业等海上事业的) 陆上业务人员
83622	shoreward	"adv.面向岸,面朝岸,朝向陆地adj.面向岸的,朝向陆地的"
83623	shoring	"n.利用支柱的支撑,支柱"
83624	shorn	v.shear的过去分词
83625	short	"n.简略,短路,短裤adj.短的,矮的,不足的,不够的,(智力等)弱的,浅薄的,松脆的,简短adv.突然,缺乏,不足"
83626	shortage	"n.不足,缺乏"
83627	shortall	n.<美>(儿童穿的短袖、短裤脚管的)短连衣裤
83628	shortbread	"n.用面粉,奶油和糖掺合做成的脆饼"
83629	shortcake	n.脆饼的一种
83630	shortchange	"vt.(找钱时故意)少找零头,欺骗"
83631	shortclothes	n.(小儿用)短裤
83632	shortcoat	vt.给(脱离襁褓的婴儿)穿第一套童装
83633	shortcoming	"n.缺点,短处"
83634	shortcut	n.捷径
83635	shortdated	adj.短期的
83636	shorten	"v.缩短,(使)变短"
83637	shortening	"n.缩针,简写"
83638	shortfall	"n.不足,不足量"
83639	shortgrass	"n.矮草,短禾草"
83640	shorthair	n.(身材细长的)短毛猫(亦作shorthair cat)
83641	shorthand	n.速记
83642	shorthanded	adj.人手不足的
83643	shorthead	"adj.头短的人,圆头的人"
83644	shorthorn	"n.短角牛,<美俚>刚到边远地区的人,新来的人,新手"
83645	shortia	"n.[植]岩扇,杖草叶岩扇"
83646	shortish	"adj.稍短的,显得短的"
83647	shortite	n.[矿]碳酸钠钙石
83648	shortlist	n.<英>供最后挑选(或考虑)用的候选人名单
83649	shortly	"adv.立刻,不久,简略地,简言之,即刻"
83650	shortness	n.短缺
83651	shorts	n.短裤
83652	shortsighted	"adj.近视的,眼光短浅的"
83653	shortstop	"n.游击,速显液"
83654	shortwave	n.短波vt.用短波广播发射
83655	shortweight	"n.重量不足,短斤缺两"
83656	shorty	"n.矮子,特别短的东西(尤指衣,裤)"
83657	shoshonean	adj.肖肖尼语的
83658	shoshoni	n.&adj.=Shoshone
83659	shoshonian	adj.&n.=Shoshonean
83660	shot	"n.开枪,射击,子弹,炮弹"
83661	shote	n.(=shoat)(不满一岁的)小猪
83662	shotfire	"vi.[矿]放炮,爆破"
83663	shotgun	"n.散弹猎枪,鸟枪"
83664	shotmaking	"n.<美>[体]击[投]球,准确击[投]球,击[投]球成功率"
83665	shotten	"adj.食用价值低的,没价值的"
83666	shotty	adj.似弹丸般硬而圆的
83667	should	"v.aux.应该,将要"
83668	shoulda	 <美俚>=should have
83669	shoulder	"n.肩,肩部,侧翼vt.肩负,承当"
83670	shouldna	 <苏格兰>=should not
83671	shouldst	" conj.将会...,万一..."
83672	shout	"v.呼喊,呼叫n.呼喊,呼叫"
83673	shouting	"大喊大叫,在电子信件中全部用大写字母"
83674	shove	"n.<口>推,挤vt.<口>推挤,猛推,强使vi.推"
83675	shovel	"n.铲,铁铲v.铲"
83676	shovelbill	n.[鸟]琵嘴鸭
83677	shovelboard	打圆盘游戏
83678	shoveler	n.使用铲子工作者
83679	shovelfish	n.=shovelhead
83680	shovelful	n.一铲之量
83681	shovelhead	n.[鱼]窄头双鬓鲨
83682	shoveller	n.使用铲子工作者
83683	shovelman	n.用铲子(工作) 的人 单斗挖掘机司机
83684	shovelnose	n.[鱼]铲鲨
83685	show	"n.表示,展览,炫耀,外观,假装v.出示,指示,引导,说明,显示,展出,放映"
83686	showboat	n.演戏船
83687	showbread	n.=shewbread
83688	showcase	"n.(商店或博物馆的玻璃)陈列橱,<主美>显示优点的东西"
83689	showdown	n.摊牌
83690	shower	"n.阵雨,淋浴,(一)阵,(一)大批vt.大量地给与"
83691	showerproof	"adj.<英>(纺织品,衣服等)防水的"
83692	showery	adj.阵雨的
83693	showfolk	"n.文艺界人士,艺人"
83694	showgirl	"n.歌舞女郎,广告女郎"
83695	showground	n.展览场地
83696	showily	adv.华丽
83697	showing	n.放映
83698	showman	"n.马戏团的老板,玩杂耍的人"
83699	showmanship	n.主技演出的技巧
83700	shown	 vbl.show的过去分词
83701	showpiece	"n.展出品,样品"
83702	showplace	"n.名胜地,剧院"
83703	showroom	n.(商品样品的)陈列室
83704	showstopper	n.因特别精彩而被掌声打断的表演
83705	showup	"n.暴露,揭发,(为识别嫌疑犯)排队成一队供识别的人"
83706	showy	"adj.浮华的,(过分)艳丽的,炫耀的,卖弄的"
83707	shox	[复]n.(汽车的)减震器(多见于广告或贸易性报章杂志)
83708	shoyu	 <日>n.酱油
83709	shqip	n.阿尔巴尼亚语(亦作 Shqup 或 Shqyp)
83710	shrank	vbl.shrink的过去式
83711	shrapnel	n.榴散弹
83712	shred	"n.碎片,破布,少量剩余,最少量v.撕碎,切碎"
83713	shredder	"n.切菜器,撕碎机"
83714	shreveport	 什里夫波特[美国路易斯安那州西北部城市]
83715	shrew	n.泼妇
83716	shrewd	adj.精明
83717	shrewdly	机灵的
83718	shrewdness	机灵
83719	shrewish	"adj.泼妇一样的,(尤指妇女)爱骂街的,脾气暴躁的的"
83720	shrewmouse	n.形如老鼠的动物
83721	shrewsbury	 什鲁斯伯里[英国英格兰西部城市](即萨洛普
83722	shri	n.先生(印度人对男子的尊称)
83723	shriek	"v.尖声叫喊,耸人听闻地报道,尖声喊叫n.尖叫,尖声,尖声喊叫"
83724	shrievalty	n.州长的任职期
83725	shrift	"n.忏悔,悔悟,临终忏悔,招认,承认"
83726	shrike	"n.[鸟]伯劳鸟,(企图毁灭自己情人的)女子"
83727	shrill	adj.尖声的
83728	shrillness	n.尖锐刺耳
83729	shrilly	"adv.尖锐地,刺耳地"
83730	shrimp	n.小虾v.捕虾
83731	shrine	"n.神龟,神殿,神祠,圣地"
83732	shrink	"v.收缩,(使)皱缩,缩短"
83733	shrinkable	adj.会收缩的
83734	shrinkingly	"adv.畏缩地,踌躇地"
83735	shrinkproof	adj.防缩的
83736	shrive	vi.听忏悔vt.听忏悔后赦免
83737	shrivel	"v.(使)起皱纹,(使)枯萎,(使)束手无策"
83738	shriven	v.shrive的过去分词
83739	shroff	"n.收帐员,兑换银钱的人,货币鉴定人vt.鉴定"
83740	shroud	"n.裹尸布,寿衣,覆盖物,船的横桅索vt.用裹尸布裹,遮蔽,隐藏"
83741	shrove	 shrive 的过去式
83742	shrovetide	n.忏悔节
83743	shrub	"n.灌木,灌木丛"
83744	shrubbery	"n.灌木,灌木林"
83745	shrubby	"adj.灌木的,灌木一般的"
83746	shrug	n.耸肩v.耸肩
83747	shrunk	vbl.shrink的过去式和过去分词
83748	shrunken	adj.缩小的 vbl.shrink的过去分词
83749	shtetl	 <意第绪>n.(尤指第二次世界大战前东欧的)犹太人小村(或小镇)
83750	shtick	"n.滑稽场面,特色"
83751	shtoom	" <意第绪><俚>adj.沉默无语的,默不作声的"
83752	shttp	加密的HTTP协议
83753	shuba	 <俄>n.长皮大衣
83754	shuck	n.壳
83755	shucks	int.表示不满或歉意时所发的声音
83756	shudder	"n.vi.战栗,发抖"
83757	shuddering	"发抖的,震动的"
83758	shuffle	"n.拖着脚走,混乱,蒙混,洗纸牌v.拖曳,搅乱,慢吞吞地走,推诿,洗牌"
83759	shuffleboard	n.推圆盘游戏
83760	shufty	n.=shufti
83761	shuggy	"n.<英方>(集市场所等的)起落,波动"
83762	shul	 <意第绪>n.=synagogue
83763	shulamite	n.书拉密(<<圣经·雅歌>>中赞美的新娘)
83764	shun	"vt.避开,避免"
83765	shune	 <主方> shoe的复数
83766	shunga	 [单复同]<日>n.春宫画
83767	shunless	"adj.不可避免的,回避不了的,避不开的"
83768	shunpike	 <美>n.(为避免高速公路收费或拥挤而走的)支路
83769	shunpiker	n.<美>驾车走支路的人
83770	shunpiking	n.<美>(为避免高速公路收费或拥挤的) 走支路驾车行驶
83771	shunt	v.逃避
83772	shunter	"n.扳道员,能干的组织者"
83773	shush	int.嘘!n.嘘声
83774	shut	"v.关上,闭上,关闭"
83775	shutdown	"n.关门,停工,(广播电台)停播(时间)"
83776	shute	"n.,v.=chute"
83777	shutoff	"n.用以关闭的东西(如阀门,开关等),栓,遮断,停止"
83778	shutout	"n.关厂,关店,停业,被关在外面的人,使对方无法得分的比赛"
83779	shutt	n.<方>[鱼]茴鱼(亦作 shut)
83780	shutter	"n.关闭者,百叶窗,快门,<美俚>安眠药;vt.关上,装以遮门,以百叶窗遮闭"
83781	shutterbug	n.<美俚>摄影爱好者
83782	shuttle	"n.往返汽车(列车、飞机),航天飞机,梭子,穿梭v.穿梭往返"
83783	shuttlecock	n.羽毛球
83784	shvartze	n.=schvartze
83785	shvartzer	n.=schvartze
83786	shwa	n.=schwa
83787	shweli	 瑞丽江[缅甸北部]
83788	shy	"adj.怕羞的,畏缩的,害羞的"
83789	shylock	n.狠毒的放高利贷者 Shylock 夏洛克(莎士比亚<<威尼斯商人>>
83790	shyly	adv.害羞地 胆怯地
83791	shyness	"n.羞怯,胆怯"
83792	shypoo	"n.<澳口>劣质酒,出售劣质酒的小酒店"
83793	shyster	"n.讼棍,奸诈之徒(尤指政客)"
83794	si	" [域] Slovenia,斯洛文尼亚; [军] Spark Ignition,火花塞点火; symb [化]硅 Si(silicon)"
83795	sia	Singapore Airlines 新加坡航空公司
83796	sial	"n.[地]硅铝带,硅铝层"
83797	sialadenitis	n.[医]涎腺炎
83798	sialagogue	 [医]Ⅰadj.催涎的
83799	sialectasis	n.[医]涎管扩张
83800	sialic	"adj.[地](岩石)富硅铝的,硅铝质的 硅铝带的"
83801	sialid	 [昆]n.泥蛉
83802	sialidan	 [昆]n.泥蛉
83803	sialidase	n.[生化]唾液酸酶
83804	sialkot	 锡亚尔科特[巴基斯坦东北部城市]
83805	siallite	n.[地]硅铝土
83806	sialoglycoprotein	n.[生化]唾液酸糖蛋白
83807	sialogogic	 [医]adj.催涎的
83808	sialogogue	adj.&n.=sialagogue
83809	sialoid	adj.唾液状的
83810	sialolith	n.[医]涎石
83811	sialolithiasis	n.[医]涎石病
83812	sialomucin	n.[生化]唾液黏蛋白
83813	sialon	n.[化](耐火的)硅铝氧氮聚合材料
83814	siam	n.暹罗(泰国的旧称)
83815	siamang	n.[动]合趾猴(产于马来半岛及苏门答腊)
83816	siamese	"n.暹罗人[语],暹罗猫adj.暹罗的"
83817	sian	n.西安(中国陕西省的省会)
83818	siangtan	 湘谭
83819	sib	"adj.近亲的,有血缘关系的,亲属的n.亲属,家族成员,亲戚"
83820	sibb	adj.&n.=sib
83821	siberian	"adj.西伯利亚的,来自西伯利亚的"
83822	sibilance	"n.[语音]齿擦音性,丝丝声"
83823	sibilant	adj.咝咝作声的n.[语]齿擦音
83824	sibilate	"v.[语]发出齿擦音,咝咝作响"
83825	sibilation	"n.[语]齿擦音发音,咝咝作响"
83826	sibiric	adj.西伯利亚各族人民的
83827	sibling	"n.兄弟,姐妹,同胞,同属"
83828	siblingship	n.=sibship
83829	sibu	 诗巫[马来西亚沙捞越西部港市](或译西布)
83830	sibyl	"n.女巫,女算命师,(古罗马或古希腊的)女预言家"
83831	sibylic	adj.=sibylline
83832	sibylline	"adj.女巫的,预言性的"
83833	sic	"adv.<拉>原文如此(置括号中,表示前面所引的文字虽有错误或疑问,却是原文)"
83834	sicanian	"adj.(=Sicilian)西西里岛的,西西里岛人的"
83835	sicative	"adj.促进干燥的,收湿的"
83836	sicca	n.新铸的卢比
83837	siccative	adj.使干燥的n.干燥剂
83838	sice	"n.骰子之六点,马夫"
83839	siceliot	n.西西里岛的古希腊移民
